구,전용면적_m2,층,건축년도,지하철역_거리_m,방개수,욕실개수,브랜드등급,거래금액_만원
중앙구,101.1,1,2003,491,4,2,2,150000
구도심구,74.08,27,1998,1184,3,1,1,61100
강변구,100.02,15,2020,592,4,2,1,132900
구도심구,114.68,20,2004,407,4,2,2,101200
신도심구,58.08,9,2022,585,3,1,3,93300
강변구,86.75,2,1996,950,3,1,1,87100
중앙구,73.87,26,1993,929,3,1,2,124700
구도심구,72.59,20,2022,206,3,1,1,70000
강변구,72.82,21,1996,948,3,1,3,104300
중앙구,102.38,16,1993,657,4,2,1,179600
구도심구,48.51,12,2013,694,2,1,1,43800
신도심구,72.36,13,2003,811,3,1,1,85400
신도심구,85.02,23,2008,278,3,1,2,117400
강변구,58.5,7,2006,199,3,1,2,104500
호수구,101.78,10,2002,212,4,2,2,112700
강변구,115.12,9,2008,1138,4,2,2,164200
강변구,59.33,16,2001,1132,3,1,1,79500
강변구,61.88,29,2000,75,3,1,1,83600
강변구,131.93,27,2000,611,4,2,3,200000
강변구,58.02,16,1996,435,3,1,1,90100
중앙구,48.69,6,2009,307,2,1,1,90700
강변구,116.71,28,2010,1282,4,2,1,158400
신도심구,116.16,10,1993,1446,4,2,1,121700
호수구,85.55,11,2007,717,3,1,1,87400
중앙구,83.05,26,2016,416,3,1,2,185900
강변구,113.19,8,1993,473,4,2,2,152500
호수구,83.01,14,2002,268,3,1,1,95600
호수구,83.06,27,2023,467,3,1,1,97800
구도심구,102.79,10,2006,339,4,2,3,88000
강변구,83.71,19,1993,1386,3,1,2,116000
신도심구,83.87,2,2009,141,3,1,3,95000
강변구,74.93,29,2006,1056,3,1,1,108800
중앙구,82.0,13,1999,322,3,1,3,164900
신도심구,84.06,20,1995,943,3,1,3,85900
신도심구,72.68,15,2021,568,3,1,1,107500
신도심구,73.65,13,2019,1066,3,1,2,94800
구도심구,100.3,12,2014,221,4,2,1,81500
강변구,73.23,1,1993,402,3,1,2,85900
강변구,49.27,9,2020,494,2,1,2,87200
구도심구,59.27,12,2008,652,3,1,1,48200
호수구,58.74,11,2008,646,3,1,1,67500
강변구,101.44,8,2021,266,4,2,1,178700
신도심구,72.96,19,2006,208,3,1,2,96600
강변구,59.82,25,2000,516,3,1,2,82200
중앙구,100.75,26,2000,595,4,2,1,178000
구도심구,48.42,29,2022,496,2,1,3,60100
강변구,58.05,19,2010,140,3,1,1,89900
신도심구,100.71,12,2011,613,4,2,1,128100
신도심구,86.24,19,2011,839,3,1,1,105000
강변구,100.92,4,2000,716,4,2,2,156000
중앙구,99.63,24,2006,553,4,2,2,205600
강변구,115.1,16,2023,678,4,2,2,206500
호수구,48.43,5,1997,349,2,1,3,48300
구도심구,101.34,13,2023,1283,4,2,1,88200
신도심구,83.27,9,2001,429,3,1,1,98400
중앙구,60.54,11,2002,856,3,1,2,116000
구도심구,113.29,2,1993,1549,4,2,1,69600
중앙구,75.68,1,2014,538,3,1,2,154600
신도심구,99.74,11,2003,1096,4,2,1,111000
구도심구,83.65,9,2007,422,3,1,1,59900
신도심구,85.68,29,2011,1103,3,1,1,130200
강변구,59.2,8,2013,1388,3,1,1,89300
중앙구,116.73,10,2023,328,4,2,3,290600
중앙구,83.68,27,2010,1028,3,1,1,146400
신도심구,49.31,25,1998,1585,2,1,3,52600
호수구,51.29,2,2015,754,2,1,1,53200
강변구,99.18,3,1994,1230,4,2,3,113500
신도심구,57.03,3,2019,1408,3,1,2,75200
구도심구,83.05,14,2002,1124,3,1,1,69400
중앙구,84.98,17,2016,356,3,1,1,181500
강변구,57.07,11,1998,824,3,1,1,79000
강변구,84.72,1,2006,891,3,1,2,132600
구도심구,59.63,6,2015,123,3,1,1,56300
신도심구,116.42,18,2012,569,4,2,1,137000
구도심구,102.25,11,1993,680,4,2,2,77000
호수구,59.44,4,1994,849,3,1,2,62300
구도심구,85.63,19,2024,288,3,1,1,86200
호수구,84.65,18,2009,538,3,1,1,105600
구도심구,133.45,15,2020,716,4,2,2,143600
호수구,72.63,28,1995,461,3,1,1,67800
구도심구,83.32,25,2008,121,3,1,2,71700
구도심구,113.95,2,2011,1321,4,2,1,87800
구도심구,59.21,27,2022,1940,3,1,3,61600
호수구,81.44,2,2015,782,3,1,2,77400
신도심구,58.74,14,2013,791,3,1,2,83000
구도심구,84.03,27,2002,599,3,1,2,61700
신도심구,74.66,29,2024,210,3,1,3,122600
호수구,135.95,1,2003,156,4,2,2,119300
신도심구,74.22,3,2001,60,3,1,2,96100
구도심구,57.91,7,2016,1257,3,1,3,51600
구도심구,98.82,9,2024,1809,4,2,1,94200
호수구,101.82,9,2020,833,4,2,2,119100
강변구,82.96,13,1998,457,3,1,2,117200
구도심구,85.04,10,2019,538,3,1,2,74800
구도심구,60.68,17,2004,913,3,1,3,55300
호수구,82.15,25,2000,1216,3,1,2,84500
호수구,49.66,16,2022,607,2,1,2,68200
신도심구,60.55,10,2023,487,3,1,3,102100
신도심구,115.22,17,2004,284,4,2,2,159100
강변구,81.48,18,1993,420,3,1,1,114800
호수구,57.98,26,1999,877,3,1,1,58900
강변구,57.46,28,2010,748,3,1,2,100100
구도심구,114.63,9,1994,706,4,2,1,74600
구도심구,59.5,27,2000,293,3,1,2,49500
신도심구,55.76,24,1997,518,3,1,2,60600
강변구,58.64,4,2023,1037,3,1,1,98900
강변구,49.96,17,2004,1507,2,1,3,84000
호수구,74.18,5,2005,1003,3,1,2,80900
신도심구,134.18,15,2006,1213,4,2,3,169900
중앙구,73.56,2,1993,124,3,1,1,112600
구도심구,82.73,9,2010,1348,3,1,1,68900
강변구,83.98,18,2022,825,3,1,2,154800
호수구,84.06,9,2019,711,3,1,2,93000
강변구,84.74,1,2001,760,3,1,3,129400
강변구,84.84,12,1993,1694,3,1,3,101500
중앙구,84.1,16,2017,444,3,1,1,170000
신도심구,85.31,23,2019,761,3,1,1,129600
신도심구,100.55,4,2022,564,4,2,2,145800
구도심구,82.27,14,2011,306,3,1,1,75600
신도심구,101.57,6,2008,178,4,2,3,144300
강변구,59.15,5,2017,302,3,1,2,103800
강변구,84.6,4,2015,366,3,1,2,145000
강변구,82.48,23,2017,582,3,1,3,154700
호수구,61.15,27,2002,1213,3,1,1,59700
강변구,101.85,20,2021,303,4,2,1,171600
호수구,73.65,11,1994,361,3,1,2,64800
강변구,57.88,28,1995,1672,3,1,2,80200
중앙구,102.29,15,2013,454,4,2,2,229300
강변구,57.68,16,2011,395,3,1,1,96300
중앙구,76.71,19,2010,407,3,1,2,160000
구도심구,73.26,19,2022,672,3,1,1,67300
신도심구,116.06,15,2020,586,4,2,1,140200
강변구,83.78,14,2016,374,3,1,3,152900
구도심구,85.9,10,1998,474,3,1,1,58100
구도심구,100.12,20,1996,1058,4,2,1,75000
호수구,84.02,20,1997,733,3,1,1,88100
호수구,114.97,13,2012,1418,4,2,3,125200
구도심구,101.79,21,2015,510,4,2,1,91500
구도심구,75.32,4,2018,1055,3,1,1,61600
구도심구,113.42,13,1996,1079,4,2,1,83300
신도심구,84.1,29,2001,357,3,1,2,108800
구도심구,50.5,22,2003,800,2,1,1,38200
중앙구,58.15,21,2013,640,3,1,2,127200
구도심구,84.69,26,1994,131,3,1,2,81100
호수구,58.74,18,2019,187,3,1,2,82000
중앙구,84.25,20,1995,690,3,1,1,136700
구도심구,74.1,14,2009,142,3,1,2,68800
호수구,83.05,24,2022,113,3,1,1,101300
강변구,48.69,21,1999,629,2,1,1,66500
신도심구,101.17,16,2014,67,4,2,2,159600
호수구,73.88,4,2010,265,3,1,1,86200
호수구,60.89,24,2019,627,3,1,1,67100
중앙구,75.21,10,2011,554,3,1,1,147400
강변구,84.35,11,2020,554,3,1,1,156300
구도심구,83.08,4,2005,902,3,1,1,64000
강변구,83.01,7,1998,1158,3,1,1,106500
강변구,51.37,4,2014,1235,2,1,2,84300
중앙구,99.79,3,2023,1765,4,2,1,195100
강변구,84.14,1,2006,77,3,1,1,121500
신도심구,49.43,9,2019,338,2,1,3,79100
구도심구,100.63,22,2021,250,4,2,2,108400
구도심구,82.8,26,2013,1800,3,1,2,69600
구도심구,83.06,7,2018,637,3,1,1,70600
신도심구,73.34,13,2011,574,3,1,1,87200
강변구,73.15,25,2018,435,3,1,1,132000
중앙구,85.59,21,2003,418,3,1,2,164100
강변구,48.99,27,2009,416,2,1,3,88000
강변구,58.37,13,1995,443,3,1,1,75300
강변구,134.13,5,1999,411,4,2,1,188100
중앙구,84.8,5,2011,1537,3,1,1,146700
강변구,73.59,21,2016,2187,3,1,1,116600
구도심구,60.08,1,1993,2105,3,1,1,37000
구도심구,82.47,14,1995,126,3,1,3,66200
호수구,60.41,11,1993,370,3,1,1,58400
구도심구,58.99,27,2009,97,3,1,1,50300
신도심구,58.94,29,2003,2153,3,1,2,54300
중앙구,83.17,15,1994,783,3,1,1,149500
신도심구,82.53,17,2018,1037,3,1,3,120700
중앙구,47.0,11,2009,542,2,1,1,95000
신도심구,58.08,23,1993,576,3,1,3,67500
신도심구,84.71,9,2014,1321,3,1,1,101300
신도심구,82.85,22,2022,632,3,1,1,117700
강변구,82.14,27,2006,651,3,1,2,132900
구도심구,57.91,5,2023,979,3,1,3,59300
구도심구,83.54,7,2006,901,3,1,1,69800
구도심구,113.59,11,1995,617,4,2,1,82000
구도심구,83.85,25,1996,427,3,1,1,65600
신도심구,60.24,19,1995,402,3,1,1,65700
중앙구,85.5,6,2002,1247,3,1,2,159900
구도심구,76.41,11,2005,661,3,1,3,62600
신도심구,47.05,19,2007,332,2,1,2,61200
강변구,72.97,28,2008,1115,3,1,1,105500
강변구,114.84,14,2020,609,4,2,2,242400
호수구,73.46,3,1993,121,3,1,2,73700
구도심구,102.03,4,2021,348,4,2,1,92000
신도심구,84.25,1,2000,610,3,1,1,95900
구도심구,85.9,4,2023,149,3,1,2,91100
신도심구,50.25,12,1997,757,2,1,2,60900
신도심구,85.27,9,1996,849,3,1,1,98700
강변구,58.51,9,1996,1182,3,1,2,78700
신도심구,83.88,23,2002,705,3,1,2,108000
구도심구,58.63,14,2023,363,3,1,3,57600
중앙구,72.19,22,2007,125,3,1,3,165700
구도심구,85.77,16,1998,119,3,1,1,66900
강변구,49.89,6,2013,532,2,1,1,72400
구도심구,58.59,28,2009,532,3,1,2,52100
구도심구,135.57,14,2015,144,4,2,2,130000
구도심구,48.24,25,2016,743,2,1,1,42100
구도심구,71.79,3,2018,432,3,1,2,73100
호수구,75.21,25,1997,271,3,1,3,87200
신도심구,72.47,21,2008,211,3,1,1,83600
구도심구,83.77,8,2013,1547,3,1,1,66000
구도심구,59.25,24,2010,106,3,1,1,52200
강변구,84.46,22,2024,1822,3,1,1,134700
강변구,85.02,26,2023,285,3,1,2,181800
신도심구,74.7,7,2018,1933,3,1,1,86900
강변구,114.66,26,2000,132,4,2,2,195900
신도심구,133.05,23,2009,792,4,2,1,170600
신도심구,59.35,10,2018,1357,3,1,2,90500
구도심구,72.19,11,2001,1376,3,1,1,52700
강변구,60.87,8,2015,789,3,1,2,98400
구도심구,57.32,14,2000,712,3,1,1,45300
신도심구,83.58,27,1997,166,3,1,2,113800
구도심구,82.42,25,2000,1120,3,1,1,63900
중앙구,73.12,5,2022,1270,3,1,2,150800
신도심구,59.02,4,2024,620,3,1,1,88900
중앙구,58.37,2,2020,694,3,1,1,102300
구도심구,135.37,18,2001,2500,4,2,2,98700
강변구,114.27,10,2017,182,4,2,1,186200
호수구,48.44,23,1999,805,2,1,3,56800
강변구,83.84,23,1997,1101,3,1,2,120300
신도심구,85.46,6,2001,116,3,1,1,108000
강변구,85.09,21,1997,129,3,1,3,113500
구도심구,82.63,23,2013,331,3,1,1,80800
신도심구,100.18,29,2014,354,4,2,2,145600
신도심구,49.57,21,1994,311,2,1,1,51500
강변구,74.42,11,1996,365,3,1,2,108300
중앙구,132.74,29,2008,373,4,2,2,238000
중앙구,59.9,8,1996,613,3,1,1,101300
호수구,57.93,24,2019,278,3,1,2,82100
신도심구,85.56,11,2005,486,3,1,1,94300
중앙구,101.64,28,2006,590,4,2,2,196000
호수구,82.64,23,1993,435,3,1,1,77000
중앙구,100.37,18,2015,804,4,2,1,170800
신도심구,83.34,7,2016,1489,3,1,1,111900
구도심구,59.19,6,2017,176,3,1,2,60500
호수구,83.76,28,2010,258,3,1,3,118400
구도심구,99.63,24,2001,1003,4,2,3,88000
신도심구,99.33,15,1995,733,4,2,2,109900
호수구,59.66,26,2003,1058,3,1,2,64200
중앙구,59.34,23,2010,959,3,1,3,131300
호수구,101.13,12,1996,362,4,2,2,99100
구도심구,59.32,24,1994,1565,3,1,1,43400
호수구,48.26,24,1999,1590,2,1,2,38300
강변구,101.22,14,1995,266,4,2,1,155400
중앙구,87.05,1,1993,1426,3,1,2,129000
구도심구,75.41,22,2008,1526,3,1,1,49700
신도심구,48.65,10,2016,1895,2,1,1,61400
신도심구,48.37,11,2008,972,2,1,2,54200
호수구,97.57,21,1995,464,4,2,1,89800
구도심구,85.28,24,2003,342,3,1,3,82300
강변구,59.94,3,1994,464,3,1,3,84300
신도심구,73.35,24,2012,200,3,1,2,115800
중앙구,57.28,9,2000,816,3,1,2,100400
강변구,57.61,17,2005,529,3,1,1,87400
중앙구,59.53,26,2021,167,3,1,1,139400
구도심구,83.89,7,2011,348,3,1,3,79200
구도심구,59.83,7,2017,1349,3,1,1,51300
신도심구,74.1,29,2004,827,3,1,1,91800
신도심구,85.16,11,2022,316,3,1,1,126600
구도심구,74.44,28,2015,1863,3,1,2,69800
구도심구,59.99,11,2009,750,3,1,2,51000
호수구,46.49,18,2011,221,2,1,1,50200
신도심구,47.52,15,2012,466,2,1,1,60300
구도심구,73.56,29,1998,156,3,1,2,52600
신도심구,85.3,16,2001,1563,3,1,1,105300
신도심구,61.26,15,2014,1082,3,1,1,76000
호수구,100.8,14,2007,328,4,2,1,108700
신도심구,83.27,11,2018,91,3,1,2,139400
신도심구,46.65,13,2009,1070,2,1,1,58000
강변구,50.04,14,1995,733,2,1,1,69600
신도심구,58.34,23,2014,1409,3,1,2,70600
신도심구,52.55,2,2012,60,2,1,1,71700
구도심구,83.11,15,2004,999,3,1,3,72600
신도심구,51.53,16,2018,574,2,1,3,74800
강변구,101.9,22,2004,2380,4,2,2,126000
호수구,82.77,20,1996,205,3,1,1,91200
강변구,84.28,13,1996,1150,3,1,1,105400
호수구,84.93,4,2021,1016,3,1,2,93500
강변구,83.73,11,2005,164,3,1,1,124100
신도심구,115.01,8,2006,482,4,2,2,151700
신도심구,134.98,6,2002,921,4,2,1,157700
구도심구,74.72,21,2016,329,3,1,2,77100
중앙구,58.98,14,2012,337,3,1,1,119500
호수구,72.59,24,2021,1243,3,1,2,91800
신도심구,58.91,5,2021,2032,3,1,1,71900
신도심구,84.21,29,2024,1170,3,1,1,138300
신도심구,71.75,14,2003,178,3,1,1,87900
중앙구,84.2,8,2011,60,3,1,1,178500
신도심구,83.88,11,2004,234,3,1,3,111000
강변구,57.44,25,2015,992,3,1,1,83200
강변구,83.6,21,2016,1077,3,1,1,119000
구도심구,73.63,5,2001,446,3,1,2,62200
신도심구,103.32,29,2020,230,4,2,1,166700
중앙구,84.26,4,2002,479,3,1,3,145300
중앙구,50.24,8,2024,114,2,1,1,102400
강변구,83.86,22,2020,769,3,1,3,160900
강변구,56.75,16,1993,707,3,1,2,78300
구도심구,84.81,13,2005,216,3,1,1,69900
강변구,83.21,27,2005,1185,3,1,1,109000
호수구,73.6,24,2019,632,3,1,1,90200
강변구,82.74,28,2016,305,3,1,2,155500
중앙구,101.09,9,1994,792,4,2,1,163900
호수구,102.28,25,2019,2341,4,2,2,109900
강변구,85.12,7,1999,122,3,1,2,116600
신도심구,85.9,24,2004,2455,3,1,2,97100
호수구,76.07,16,1998,627,3,1,2,79200
호수구,98.54,18,1998,930,4,2,3,93100
구도심구,99.57,4,2009,981,4,2,1,79500
중앙구,56.83,26,1995,314,3,1,1,98300
신도심구,59.76,9,1995,438,3,1,1,67200
호수구,58.17,18,2018,1508,3,1,1,55300
호수구,58.41,5,2004,1697,3,1,1,51000
중앙구,73.74,27,2013,530,3,1,1,139200
신도심구,59.46,10,2024,2086,3,1,2,83500
강변구,82.22,23,1994,576,3,1,1,131200
중앙구,57.49,23,2018,1104,3,1,2,120000
구도심구,59.0,16,1996,336,3,1,1,42500
강변구,85.44,4,2017,1053,3,1,1,132100
강변구,73.97,9,2002,497,3,1,1,107200
중앙구,73.05,18,1997,2500,3,1,1,108900
신도심구,98.42,16,2000,826,4,2,1,126300
강변구,135.14,17,2004,1929,4,2,1,197400
신도심구,83.12,8,2016,723,3,1,2,122100
중앙구,47.62,16,2014,635,2,1,1,94600
호수구,56.94,3,2016,709,3,1,1,69700
중앙구,132.27,15,1993,2252,4,2,1,179100
신도심구,82.85,3,2024,422,3,1,1,121500
강변구,83.71,20,2006,2500,3,1,1,105700
중앙구,82.55,17,1996,1229,3,1,1,110800
강변구,59.22,25,2022,2177,3,1,2,103400
중앙구,73.7,14,2018,232,3,1,2,170200
중앙구,103.67,5,1995,1086,4,2,3,143500
신도심구,98.95,7,2006,1551,4,2,2,126400
구도심구,59.19,24,2022,1580,3,1,1,52500
중앙구,84.21,28,2014,1085,3,1,1,172200
신도심구,57.76,2,1999,466,3,1,3,68200
신도심구,114.11,20,2015,442,4,2,1,145700
강변구,59.92,14,1999,419,3,1,1,86400
신도심구,84.12,8,2004,791,3,1,2,99000
중앙구,60.66,15,1999,700,3,1,2,98900
강변구,81.39,28,2015,482,3,1,1,145000
신도심구,82.99,6,2022,546,3,1,1,122600
호수구,75.77,25,1994,642,3,1,1,78400
호수구,102.09,3,2012,75,4,2,1,109800
호수구,101.65,21,2000,502,4,2,1,95900
신도심구,102.48,3,2017,395,4,2,2,154200
중앙구,71.7,2,1997,222,3,1,1,104300
강변구,84.95,2,2004,236,3,1,1,114200
강변구,85.28,24,1999,495,3,1,1,126900
중앙구,83.21,17,2020,817,3,1,3,185500
중앙구,87.16,21,1995,853,3,1,1,135700
신도심구,84.24,5,2011,940,3,1,1,95400
강변구,56.37,27,1996,854,3,1,2,84600
강변구,74.46,24,2012,433,3,1,1,119000
구도심구,58.14,15,2017,235,3,1,1,58800
신도심구,60.4,27,2017,289,3,1,1,90800
호수구,59.66,5,1994,587,3,1,3,63500
강변구,58.28,9,2017,707,3,1,2,98300
신도심구,102.8,2,2002,1146,4,2,2,110000
강변구,85.13,5,2014,1590,3,1,3,124600
신도심구,48.01,25,2023,457,2,1,2,72900
강변구,100.82,12,1996,725,4,2,1,139100
강변구,114.62,19,2004,971,4,2,1,156800
구도심구,100.56,26,2020,644,4,2,1,99400
강변구,100.6,23,1997,297,4,2,1,158400
강변구,134.04,12,2001,342,4,2,2,199200
호수구,82.72,11,2010,1209,3,1,1,77800
중앙구,131.32,4,2024,483,4,2,1,268800
신도심구,114.29,25,2002,522,4,2,1,127300
신도심구,71.61,29,2005,68,3,1,1,101700
강변구,99.81,15,2018,1423,4,2,3,174000
신도심구,98.87,15,1996,991,4,2,1,104700
중앙구,99.02,25,2003,172,4,2,1,174900
구도심구,114.51,10,2003,907,4,2,2,86900
강변구,73.73,12,2005,952,3,1,2,119800
강변구,73.69,26,2011,1913,3,1,1,118600
강변구,82.42,12,2000,318,3,1,1,107400
호수구,83.21,27,2005,871,3,1,2,96200
구도심구,101.45,5,2022,406,4,2,1,96400
호수구,100.94,15,2019,390,4,2,2,140500
구도심구,84.99,15,2023,1683,3,1,2,70100
구도심구,115.16,9,2014,1215,4,2,2,104300
신도심구,58.7,28,2011,175,3,1,3,85500
호수구,111.78,14,1999,150,4,2,3,129200
신도심구,48.09,26,1998,931,2,1,1,55300
신도심구,83.88,7,2010,558,3,1,2,113700
구도심구,58.07,11,2005,283,3,1,2,51400
신도심구,82.73,14,2018,943,3,1,1,127000
중앙구,74.08,17,1993,861,3,1,3,125700
신도심구,61.92,7,2021,632,3,1,3,101700
강변구,83.41,10,1998,678,3,1,2,124900
구도심구,84.0,19,2005,303,3,1,1,77200
신도심구,57.43,9,2004,856,3,1,1,64000
구도심구,85.49,23,2022,2116,3,1,3,84300
신도심구,60.05,14,2016,209,3,1,3,96100
구도심구,59.97,29,1994,1187,3,1,1,39300
중앙구,60.63,7,2020,251,3,1,1,125000
호수구,83.49,25,2014,1044,3,1,2,112100
신도심구,100.64,15,1995,547,4,2,1,112100
강변구,86.05,3,2018,1062,3,1,2,137500
강변구,101.76,21,1994,222,4,2,3,158000
강변구,81.34,7,2006,60,3,1,1,119000
신도심구,101.55,5,1998,699,4,2,2,120600
구도심구,133.3,16,1993,1131,4,2,2,95900
호수구,75.08,23,2010,718,3,1,1,84700
구도심구,59.49,8,2014,985,3,1,1,51400
신도심구,56.91,19,2008,436,3,1,2,89400
신도심구,84.32,1,2003,1002,3,1,2,94900
구도심구,84.25,6,2009,1671,3,1,2,67000
구도심구,59.44,22,1997,431,3,1,3,54700
강변구,101.69,1,1994,974,4,2,1,107200
호수구,115.8,11,1998,342,4,2,3,139500
신도심구,59.5,15,1994,1789,3,1,2,58800
구도심구,59.03,2,2017,177,3,1,1,55500
호수구,60.38,29,2012,828,3,1,1,73700
구도심구,76.69,15,1998,644,3,1,1,57800
강변구,102.1,10,2011,434,4,2,1,158000
신도심구,84.25,29,2008,422,3,1,3,120600
중앙구,49.52,17,1996,603,2,1,2,89900
구도심구,84.31,20,2024,1623,3,1,1,72000
강변구,59.02,3,2023,754,3,1,1,98600
구도심구,76.6,5,2017,106,3,1,1,69900
호수구,73.1,2,2018,148,3,1,3,80100
강변구,85.39,15,2010,751,3,1,2,129700
신도심구,83.85,25,2018,1275,3,1,1,114100
구도심구,99.22,27,2009,312,4,2,1,89900
신도심구,48.77,17,1998,720,2,1,1,53800
강변구,100.34,2,1998,1288,4,2,2,125200
중앙구,49.69,19,2020,803,2,1,1,98000
신도심구,74.11,19,2007,670,3,1,1,103900
구도심구,99.77,18,2016,486,4,2,2,97900
신도심구,85.77,21,1997,548,3,1,1,108100
강변구,60.31,17,2007,1009,3,1,3,86300
신도심구,85.9,21,1995,1097,3,1,2,100300
신도심구,84.28,15,2000,1083,3,1,1,101400
강변구,113.96,5,1996,353,4,2,1,152900
구도심구,84.84,3,1999,60,3,1,2,66400
강변구,48.31,27,2012,443,2,1,2,81900
신도심구,84.16,13,1993,1170,3,1,1,93300
호수구,58.79,10,1999,1868,3,1,3,51100
신도심구,47.25,9,2015,265,2,1,2,72300
구도심구,84.15,2,1997,972,3,1,2,60600
중앙구,100.47,28,2010,373,4,2,1,193000
강변구,48.71,3,2020,1547,2,1,1,73400
중앙구,101.44,7,2017,1157,4,2,1,193000
구도심구,85.53,14,1996,788,3,1,1,72000
구도심구,82.98,11,1997,831,3,1,2,66700
강변구,58.6,2,2015,1439,3,1,1,75800
강변구,73.08,10,2004,117,3,1,1,106800
강변구,58.0,23,2006,584,3,1,2,85300
신도심구,58.29,8,2008,234,3,1,2,68900
구도심구,73.76,26,2011,820,3,1,1,59500
구도심구,74.7,11,2007,705,3,1,2,66200
호수구,59.38,1,1993,787,3,1,2,55400
강변구,57.73,4,1996,203,3,1,1,83700
구도심구,115.55,24,1993,1283,4,2,1,74400
신도심구,102.13,12,2001,1045,4,2,2,116700
강변구,72.92,29,2019,433,3,1,2,124400
호수구,115.47,23,2024,1102,4,2,1,113700
중앙구,59.39,1,2008,64,3,1,1,101500
구도심구,73.81,10,1993,241,3,1,2,61000
구도심구,101.43,22,1995,601,4,2,1,75800
호수구,73.97,2,2019,493,3,1,3,79800
신도심구,59.65,29,2003,1498,3,1,1,64400
강변구,74.22,5,2021,997,3,1,2,123700
구도심구,83.6,24,2009,1712,3,1,3,76400
구도심구,81.57,25,2021,172,3,1,1,80800
신도심구,74.63,15,1997,490,3,1,2,95800
구도심구,73.55,24,2020,229,3,1,1,72700
강변구,59.93,26,2010,791,3,1,2,99500
신도심구,84.58,22,2007,173,3,1,3,114000
호수구,58.58,21,2009,716,3,1,3,66100
강변구,102.23,12,2003,336,4,2,1,139800
신도심구,84.25,9,2012,1112,3,1,2,116300
호수구,74.2,26,2017,605,3,1,2,89700
구도심구,83.83,7,2018,142,3,1,1,59500
호수구,51.02,13,2024,1234,2,1,2,65000
신도심구,73.14,15,2006,1248,3,1,1,94500
호수구,73.61,12,2017,1070,3,1,3,84900
강변구,82.52,11,2021,426,3,1,3,163000
신도심구,84.87,18,1993,923,3,1,2,94800
신도심구,133.3,10,2008,1323,4,2,1,136600
구도심구,73.44,29,2015,560,3,1,3,84800
호수구,73.38,6,2007,580,3,1,1,75400
구도심구,84.08,12,1996,666,3,1,1,64500
구도심구,57.5,25,2013,1081,3,1,1,48100
신도심구,56.31,14,2005,738,3,1,1,68800
신도심구,134.55,21,2012,968,4,2,1,178600
신도심구,98.46,19,1993,539,4,2,1,102300
중앙구,115.02,10,1993,529,4,2,3,223100
신도심구,60.87,22,2012,992,3,1,2,88200
호수구,48.8,7,2024,381,2,1,2,65500
구도심구,75.56,22,2013,269,3,1,2,73100
구도심구,113.97,4,2023,367,4,2,2,109800
신도심구,60.92,21,2020,512,3,1,2,100100
신도심구,58.45,4,2002,634,3,1,2,74900
중앙구,46.16,26,1996,428,2,1,3,82600
신도심구,83.9,19,2010,466,3,1,1,104200
신도심구,103.05,2,2012,816,4,2,3,119000
강변구,84.64,4,2017,332,3,1,3,153600
중앙구,48.38,6,2009,1058,2,1,1,84100
구도심구,84.39,28,2022,298,3,1,3,100800
신도심구,75.17,18,2020,622,3,1,3,127300
신도심구,58.9,9,2011,593,3,1,1,77600
강변구,62.15,9,2010,1491,3,1,1,88800
신도심구,83.38,1,1993,545,3,1,2,80400
신도심구,75.2,6,2017,1159,3,1,2,110300
신도심구,134.91,25,2014,994,4,2,1,179300
신도심구,83.16,18,2021,407,3,1,1,129300
중앙구,73.49,11,1995,1407,3,1,2,125800
호수구,85.22,1,1997,424,3,1,1,72200
중앙구,84.17,10,2014,497,3,1,1,156500
신도심구,49.41,12,2008,862,2,1,1,73100
강변구,82.04,4,2011,461,3,1,2,139000
신도심구,59.79,18,2006,177,3,1,1,76900
강변구,74.34,20,2013,503,3,1,2,139000
호수구,83.92,29,2014,497,3,1,2,99500
신도심구,84.43,11,1999,283,3,1,3,113200
구도심구,73.51,9,2017,617,3,1,3,71000
강변구,58.29,24,2008,627,3,1,3,98600
중앙구,83.71,11,2011,820,3,1,2,160900
신도심구,73.44,19,2012,241,3,1,1,96600
신도심구,116.62,22,2016,254,4,2,1,170800
신도심구,85.09,26,2002,1081,3,1,1,95800
호수구,99.84,10,1993,292,4,2,1,97200
구도심구,76.44,19,1998,750,3,1,1,58000
호수구,100.48,4,2023,530,4,2,1,106200
강변구,49.04,23,2000,349,2,1,1,75100
구도심구,60.08,2,2000,1478,3,1,2,43600
신도심구,46.64,21,2020,634,2,1,3,85400
구도심구,48.72,7,2000,392,2,1,1,38700
호수구,113.31,14,2007,146,4,2,1,126200
구도심구,84.25,3,2004,948,3,1,2,70600
호수구,84.44,20,2014,290,3,1,1,106600
구도심구,83.91,14,2012,1397,3,1,3,81900
중앙구,83.85,20,2009,585,3,1,1,163300
구도심구,85.28,11,2009,2500,3,1,1,61900
신도심구,101.36,1,2019,496,4,2,2,146100
호수구,84.05,17,2011,280,3,1,1,95900
구도심구,84.18,21,2009,643,3,1,2,70000
중앙구,61.2,20,2021,379,3,1,1,118300
중앙구,134.21,8,1995,82,4,2,1,216300
중앙구,48.38,21,2019,1111,2,1,1,97300
신도심구,71.71,16,1999,763,3,1,2,103300
중앙구,99.28,7,2003,325,4,2,1,175300
구도심구,58.44,4,1993,238,3,1,1,42900
신도심구,58.87,10,2011,264,3,1,2,80700
구도심구,73.33,1,2019,619,3,1,2,68700
강변구,74.42,21,2005,2030,3,1,1,101000
